,Title,Year,Length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short 
2872,Aoi haru,2001,83,NA,7.7,267,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
2873,Aoud rih,2002,88,NA,6.3,7,0,0,0,0,24.5,24.5,24.5,14.5,0,0,,0,0,0,1,0,0,0
2874,Ap to Hioni,1993,90,NA,5.9,24,0,4.5,4.5,0,14.5,14.5,24.5,24.5,4.5,0,,0,0,0,1,0,0,0
2875,Apa,1966,95,NA,6.7,54,4.5,0,4.5,0,4.5,4.5,24.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
2876,Apache,1954,91,NA,6.3,391,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
2877,Apache Ambush,1955,68,NA,5.8,17,4.5,14.5,0,14.5,14.5,24.5,14.5,4.5,0,0,,0,0,0,0,0,0,0
2878,Apache Blood,1975,86,NA,3.9,10,44.5,0,24.5,14.5,14.5,14.5,0,0,0,14.5,,0,0,0,0,0,0,0
2879,Apache Chief,1949,60,NA,4.4,7,0,0,24.5,24.5,0,14.5,14.5,0,14.5,0,,0,0,0,0,0,0,0
2880,Apache Country,1952,62,NA,4.8,10,0,14.5,14.5,24.5,34.5,14.5,14.5,0,14.5,0,,0,0,0,0,0,0,0
2881,Apache Drums,1951,75,NA,5.1,62,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
2882,"Apache Kid's Escape, The",1930,58,NA,5.4,10,0,0,0,34.5,34.5,34.5,14.5,0,0,0,,0,0,0,0,0,0,0
2883,Apache Rifles,1964,92,NA,5.1,30,4.5,0,14.5,14.5,24.5,24.5,4.5,4.5,0,14.5,,0,0,0,0,0,0,0
2884,Apache Rose,1947,75,NA,5.6,12,0,0,0,14.5,44.5,4.5,4.5,24.5,0,0,,0,0,0,0,0,0,0
2885,Apache Territory,1958,72,NA,4.9,18,4.5,0,14.5,24.5,34.5,14.5,4.5,0,0,0,,0,0,0,0,0,0,0
2886,Apache Trail,1942,66,NA,6.2,20,0,0,0,14.5,24.5,34.5,34.5,4.5,0,0,,0,0,0,0,0,0,0
2887,Apache Uprising,1966,90,NA,4.9,46,4.5,4.5,4.5,24.5,34.5,14.5,14.5,4.5,0,4.5,,0,0,0,0,0,0,0
2888,Apache War Smoke,1952,67,NA,5.1,22,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,0,,0,0,0,0,0,0,0
2889,Apache Warrior,1957,74,NA,5,16,4.5,0,14.5,14.5,24.5,24.5,14.5,0,0,0,,0,0,0,0,0,0,0
2890,Apache Woman,1955,69,80000,4,23,14.5,4.5,4.5,14.5,24.5,14.5,24.5,0,0,0,,0,0,0,0,0,0,0
2891,Apachen,1973,94,NA,7.2,20,4.5,0,4.5,4.5,0,14.5,14.5,14.5,14.5,34.5,,0,0,0,0,0,0,0
2892,"Apando, El",1976,83,NA,7,34,0,4.5,0,4.5,4.5,4.5,4.5,34.5,14.5,24.5,,0,0,0,1,0,0,0
2893,Aparajito,1957,110,NA,7.9,654,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,,0,0,0,1,0,0,0
2894,Aparelho Voador a Baixa Altitude,2002,80,NA,5.5,41,4.5,4.5,4.5,4.5,14.5,4.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
2895,Apariencias,2000,94,NA,7.2,88,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,1,0
2896,Apart from Hugh,1994,87,NA,5.2,9,14.5,0,0,14.5,14.5,34.5,14.5,14.5,0,14.5,,0,0,0,1,0,0,0
2897,Apartado de correos 1001,1950,90,NA,6.7,7,0,0,0,0,0,24.5,44.5,14.5,14.5,0,,0,0,0,0,0,0,0
2898,"Apartamento, O",1997,14,NA,2,11,24.5,0,0,0,0,24.5,0,14.5,14.5,4.5,,0,0,0,0,0,0,1
2899,Aparte,2002,91,90000,8.5,24,0,4.5,4.5,0,4.5,0,14.5,14.5,24.5,34.5,,0,0,0,1,1,0,0
2900,Apartman,2004,24,NA,6.6,5,0,0,0,24.5,24.5,0,44.5,0,0,24.5,,0,0,0,1,0,0,1
2901,Apartment #5C,2002,88,NA,6.2,50,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,4.5,24.5,,0,0,0,0,0,0,0
2902,Apartment 206,2004,29,NA,9.6,5,0,0,0,0,0,0,0,0,44.5,64.5,,0,0,0,0,0,0,1
2903,Apartment Zero,1988,124,4000000,6.2,933,14.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
2904,Apartment for Peggy,1948,96,NA,7.1,151,0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
2905,"Apartment, The",1960,125,3000000,8.4,11214,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,1,1,0,1,0
2906,"Apartment, The",2000,11,NA,3.5,8,0,24.5,0,24.5,0,34.5,0,0,0,14.5,,0,0,0,0,0,0,1
2907,Apasionados,2002,105,NA,5.8,97,24.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,1,0
2908,Apassionata,1952,96,NA,6.4,8,0,0,0,14.5,0,14.5,45.5,24.5,0,0,,0,0,0,1,0,0,0
2909,Ape,1976,87,NA,1.8,212,45.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
2910,"Ape Man, The",1943,64,NA,4.1,129,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
2911,Ape Suzette,1966,6,NA,5.9,10,0,0,0,14.5,24.5,24.5,14.5,44.5,0,0,,0,1,0,0,0,0,1
2912,"Ape regina, L'",1963,85,NA,6.3,41,0,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,1,0,0,0
2913,"Ape, The",1940,62,NA,3.9,150,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,0,4.5,,0,0,0,1,0,0,0
2914,"Apenanti, Oi",1981,110,NA,6.9,19,0,0,14.5,4.5,0,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
2915,Apenas un delincuente,1949,88,NA,8,9,0,0,0,0,0,0,14.5,34.5,24.5,34.5,,0,0,0,1,0,0,0
2916,Apes of Wrath,1959,7,NA,6.9,56,4.5,0,4.5,4.5,4.5,24.5,24.5,14.5,4.5,14.5,,0,1,1,0,0,0,1
2917,"Apetta Giulia e la signora Vita, L'",2003,76,NA,4.3,13,34.5,14.5,0,4.5,14.5,4.5,4.5,0,4.5,4.5,,0,1,0,0,0,0,0
2918,"Apfel ist ab, Der",1948,105,NA,8.8,7,14.5,0,14.5,0,14.5,0,0,14.5,14.5,24.5,,0,0,1,0,0,0,0
2919,Aphrodesia's Diary,1984,85,NA,7.5,6,0,0,0,0,14.5,14.5,0,14.5,14.5,34.5,,0,0,0,0,0,0,0
2920,Aphrodite,1982,88,NA,3.9,92,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
2921,Apinajuttu,2003,57,NA,7.6,6,0,0,0,0,0,0,45.5,14.5,0,34.5,,0,0,0,1,0,0,0
2922,Apo pou pane gia tin havouza?,1978,94,NA,5.5,9,0,14.5,0,14.5,14.5,0,24.5,14.5,24.5,14.5,,0,0,1,0,0,0,0
2923,Apo tin akri tis polis,1998,94,NA,6.8,200,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
2924,Apocalypse Now,1979,202,31500000,8.5,64785,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,R,1,0,0,1,0,0,0
2925,Apocalypse domani,1980,91,NA,5.1,248,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,,1,0,0,0,0,0,0
2926,"Apocalypse, The",1997,96,NA,2.5,106,34.5,24.5,14.5,4.5,4.5,4.5,4.5,0,0,4.5,R,0,0,0,0,0,0,0
2927,Apollo 13,1995,140,62000000,7.5,41098,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,0,1,0,0,0
2928,Apology for Murder,1945,67,NA,5.9,10,0,0,14.5,14.5,14.5,24.5,24.5,0,0,34.5,,0,0,0,1,0,0,0
2929,"Apontes, I",1997,115,NA,5.1,31,4.5,0,0,4.5,0,0,14.5,44.5,14.5,14.5,,0,0,0,1,0,0,0
2930,Apoorva Sahodarargal,1989,157,NA,8.5,13,0,0,0,0,4.5,14.5,4.5,14.5,14.5,34.5,,0,0,0,0,0,0,0
2931,"Apostle, The",1997,134,5000000,7.2,4231,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0
2932,"Apothekerin, Die",1997,108,NA,5.6,305,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,1,1,0,1,0
2933,Apotheosis,1970,18,NA,7,5,24.5,0,0,0,0,0,0,64.5,0,24.5,,0,0,0,0,0,0,1
2934,"Appaloosa, The",1966,98,NA,5.9,221,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
2935,Apparatspott - Gerangel in Ruum un Tied,2003,93,NA,9,6,0,0,0,0,0,14.5,0,0,34.5,45.5,,0,0,0,0,0,0,0
2936,"Appartement, L'",1996,116,NA,7.6,1810,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,1,0
2937,Appassionata,1944,93,NA,6.3,12,0,0,4.5,0,24.5,14.5,44.5,4.5,0,0,,0,0,0,1,0,0,0
2938,Appassionata,1974,96,NA,5.4,18,0,14.5,0,14.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
2939,Appassionate,1999,95,NA,5.8,15,4.5,14.5,0,24.5,14.5,14.5,14.5,4.5,4.5,0,,0,0,0,0,0,0,0
2940,Appetite,1998,97,NA,4.4,52,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,0,0,0,0
2941,Applause,1929,80,NA,7.7,94,0,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
2942,"Apple Dumpling Gang Rides Again, The",1979,88,NA,5.1,311,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
2943,"Apple Dumpling Gang, The",1975,100,NA,5.7,735,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
2944,"Apple a Day, An",2003,7,NA,8.7,6,0,0,0,0,0,14.5,14.5,0,14.5,45.5,,0,0,0,1,0,0,1
2945,"Apple, The",1980,90,NA,3.5,200,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
2946,Apples & Oranges,2001,16,NA,5.2,8,24.5,0,14.5,0,14.5,24.5,14.5,0,0,14.5,,0,0,0,1,0,0,1
2947,Appointment for Love,1941,89,NA,5.9,10,0,0,0,24.5,14.5,34.5,24.5,24.5,0,0,,0,0,1,0,0,0,0
2948,Appointment in Berlin,1943,77,NA,6.6,16,0,0,0,14.5,4.5,24.5,45.5,0,0,0,,0,0,0,1,0,0,0
2949,Appointment in Honduras,1953,79,NA,5.3,64,0,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
2950,Appointment in London,1952,96,NA,6.1,57,4.5,0,0,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
2951,Appointment in Tokyo,1945,56,NA,7,25,4.5,0,0,0,24.5,14.5,14.5,24.5,24.5,4.5,,0,0,0,0,1,0,0
2952,Appointment with Crime,1946,90,NA,6.2,8,0,0,14.5,0,14.5,14.5,45.5,14.5,0,0,,0,0,0,1,0,0,0
2953,Appointment with Danger,1951,89,NA,6.7,68,0,0,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
2954,Appointment with Death,1988,102,NA,5.1,311,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
2955,Appointment with Fear,1987,96,NA,3.8,111,64.5,4.5,4.5,4.5,4.5,4.5,4.5,0,4.5,4.5,,0,0,0,0,0,0,0
2956,Appointment with Murder,1948,67,NA,5.3,7,0,0,0,24.5,0,24.5,0,44.5,0,0,,0,0,0,0,0,0,0
2957,Appointment with Venus,1951,90,NA,5.7,39,0,0,0,14.5,14.5,24.5,14.5,4.5,24.5,4.5,,0,0,1,0,0,0,0
2958,"Appointment, The",1969,115,NA,4.7,77,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
2959,"Appointment, The",1981,90,NA,4.9,39,4.5,4.5,14.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
2960,"Appointment, The",1996,89,45000,5.3,8,0,0,0,0,24.5,0,14.5,14.5,14.5,34.5,,0,0,0,0,0,0,0
2961,"Appointments of Dennis Jennings, The",1988,26,NA,7.3,73,4.5,0,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,,0,0,1,0,0,0,1
2962,Appreciating Your Parents,1950,10,NA,2.1,31,34.5,24.5,14.5,4.5,14.5,4.5,4.5,4.5,0,0,,0,0,0,1,0,0,1
2963,"Apprenti salaud, L'",1977,98,NA,6.3,10,0,0,14.5,0,34.5,14.5,24.5,0,24.5,14.5,,0,0,1,0,0,0,0
2964,Apprentice,1999,90,NA,6.4,5,24.5,0,0,0,24.5,0,0,24.5,24.5,24.5,,1,0,0,1,0,0,0
2965,Apprentice to Murder,1988,97,NA,4.6,77,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
2966,"Apprentice, The",1991,9,NA,5.6,23,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,0,24.5,,0,1,1,0,0,0,1
2967,"Apprenticeship of Duddy Kravitz, The",1974,120,NA,6.6,435,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,1,1,0,0,0
2968,"Apprentis, Les",1995,95,NA,7.1,241,0,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
2969,Appu Chesi Pappu Koodu,1958,176,NA,6.9,10,0,0,0,0,0,24.5,0,24.5,24.5,44.5,,0,0,1,1,0,0,0
2970,Appuntamento a Ischia,1960,99,NA,5.7,6,14.5,14.5,0,0,14.5,14.5,0,0,0,34.5,,0,0,1,0,0,0,0
2971,Appuntamento a Liverpool,1988,99,NA,4.3,8,14.5,0,34.5,0,0,0,14.5,24.5,14.5,0,,0,0,0,1,0,0,0
2972,Appuntamento col disonore,1970,100,NA,4.8,11,4.5,0,0,34.5,14.5,4.5,4.5,4.5,0,4.5,,0,0,0,1,0,0,0
2973,Appunti per un'Orestiade africana,1975,73,NA,7.1,32,4.5,0,0,0,0,14.5,34.5,14.5,4.5,24.5,,0,0,0,0,1,0,0
2974,Aprel,2002,105,NA,4.7,17,14.5,0,14.5,4.5,4.5,14.5,4.5,34.5,4.5,0,,0,0,0,0,0,0,0
2975,Aprikoser,1996,12,NA,8.8,6,14.5,0,0,0,0,14.5,14.5,0,34.5,14.5,,0,1,0,0,0,0,1
2976,April Fool,1924,12,NA,6.2,13,0,0,0,0,34.5,24.5,34.5,0,4.5,0,,0,0,1,0,0,0,1
2977,"April Fools, The",1969,95,NA,5.9,247,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,1,0
2978,April Love,1957,97,NA,5.6,113,0,4.5,4.5,14.5,14.5,14.5,24.5,4.5,4.5,14.5,,0,0,1,1,0,0,0
2979,April Showers,1948,94,NA,6.1,32,0,4.5,0,4.5,14.5,24.5,34.5,14.5,0,4.5,,0,0,0,0,0,0,0
2980,April in Paris,1952,94,NA,5.5,150,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
2981,April's Fool,2001,97,NA,6.7,9,14.5,0,14.5,0,0,24.5,0,34.5,0,24.5,,0,0,0,0,0,0,0
2982,April's Shower,2003,98,NA,4.2,18,4.5,0,14.5,4.5,0,0,14.5,14.5,14.5,34.5,,0,0,1,0,0,1,0
2983,"April, April!",1935,82,NA,2.7,6,14.5,14.5,0,0,14.5,0,0,45.5,0,0,,0,0,1,0,0,0,0
2984,Aprile,1998,78,NA,6.8,566,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
2985,Aprilkinder,1998,85,NA,7.7,23,0,0,0,0,4.5,4.5,24.5,44.5,4.5,4.5,,0,0,0,1,0,0,0
2986,Aprimi il cuore,2003,93,NA,4.5,32,14.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
2987,Apsolutnih sto,2001,93,NA,7.2,118,4.5,4.5,0,4.5,4.5,4.5,24.5,24.5,14.5,24.5,,1,0,0,1,0,0,0
2988,Apt Pupil,1998,112,14000000,6.4,6728,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
2989,Apt. 310,2002,9,NA,7.9,14,14.5,0,0,0,0,0,0,45.5,4.5,24.5,,0,0,0,0,0,0,1
2990,Apur Sansar,1959,117,NA,8,652,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,,0,0,0,1,0,0,0
2991,Aqua Duck,1963,6,NA,7.1,20,4.5,0,0,14.5,4.5,4.5,34.5,44.5,0,4.5,,0,1,1,0,0,0,1
2992,Aquamania,1961,8,NA,6.8,43,0,0,4.5,0,14.5,14.5,14.5,24.5,4.5,24.5,,0,1,1,0,0,0,1
2993,Aquanoids,2003,78,NA,2.2,46,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,0,14.5,R,1,0,0,0,0,0,0
2994,Aquarela do Brasil,1942,7,NA,5.4,20,4.5,0,0,14.5,24.5,14.5,24.5,0,4.5,24.5,,0,1,0,0,0,0,1
2995,Aquarios,2001,23,NA,4.4,11,4.5,0,0,4.5,0,0,4.5,34.5,24.5,4.5,,0,0,0,0,0,1,1
2996,"Aquarium, L'",2001,8,NA,7.1,10,0,0,0,14.5,0,14.5,14.5,14.5,14.5,45.5,,0,0,0,0,0,0,1
2997,Aquatic Wizards,1955,10,NA,2.6,23,34.5,34.5,14.5,0,4.5,4.5,0,0,4.5,0,,0,0,0,0,1,0,1
2998,Aquel ritmillo,1995,15,NA,6.3,36,4.5,4.5,0,4.5,4.5,24.5,14.5,14.5,14.5,14.5,,0,0,1,0,0,0,1
2999,Aquella casa en las afueras,1980,95,NA,8,10,0,0,0,14.5,0,14.5,24.5,34.5,24.5,14.5,,0,0,0,0,0,0,0
3000,Aquesta nit o mai,1991,95,NA,8.1,29,4.5,4.5,0,0,14.5,4.5,0,4.5,24.5,44.5,,0,0,0,0,0,0,0
3001,Aqui jaz Helena,1997,78,NA,3,11,14.5,0,0,0,0,0,4.5,0,24.5,44.5,,0,0,0,1,0,0,0
3002,Aqui na Terra,1993,105,NA,4.8,8,0,0,0,24.5,45.5,14.5,14.5,0,0,0,,0,0,0,1,0,0,0
3003,Arabella,1967,88,NA,4.5,16,0,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
3004,Arabesk,1989,105,NA,8.4,134,4.5,0,4.5,0,4.5,4.5,14.5,14.5,24.5,44.5,,0,0,1,0,0,0,0
3005,Arabesque,1966,105,NA,6.6,718,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
3006,Arabian Adventure,1979,98,NA,5,93,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
3007,Arabian Gun Twirler,1899,1,NA,3.9,19,4.5,0,24.5,34.5,34.5,4.5,0,0,0,4.5,,0,0,0,0,1,0,1
3008,Arabian Knight,1995,72,NA,6.3,191,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,,0,1,0,0,0,0,0
3009,Arabian Nights,1942,86,NA,6.4,100,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,1,0,0,0,0,0,0
3010,Araburu tamashii-tachi,2001,150,NA,5.7,132,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,1,0,0,0,0,0,0
3011,Arachnid,2001,102,NA,3.6,444,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
3012,Arachnophobia,1990,103,31000000,6.1,8608,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
3013,Aradhana,1969,169,NA,6.9,49,4.5,0,0,4.5,0,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,1,0
3014,Aragami,2003,70,NA,7,348,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,1,0,0,0,0,0,0
3015,Aragosta a colazione,1979,92,NA,5.1,20,14.5,0,14.5,4.5,34.5,24.5,4.5,0,0,14.5,,0,0,1,0,0,0,0
3016,Arahan jangpung daejakjeon,2004,114,NA,6.7,333,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,14.5,,1,0,1,0,0,0,0
3017,Arajin to maho no ranpu,1982,65,NA,6.9,18,4.5,0,0,4.5,0,24.5,0,0,14.5,45.5,,0,1,0,0,0,0,0
3018,Arak el-balah,1998,110,NA,7.3,26,0,0,0,0,0,24.5,4.5,34.5,24.5,14.5,,0,0,0,0,0,0,0
3019,Arakimentari,2004,85,NA,8.2,11,0,0,0,0,0,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,1,0,0
3020,Arakure,1969,87,NA,5.1,11,0,0,0,4.5,44.5,4.5,24.5,4.5,0,0,,0,0,0,1,0,0,0
3021,Aram,2002,90,NA,5.7,44,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
3022,Aramesh dar Hozur Deegaran,1973,86,NA,7.2,7,0,0,0,0,0,14.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
3023,"Aranyember, Az",1962,75,NA,6.6,21,0,0,0,4.5,0,4.5,14.5,14.5,4.5,45.5,,0,0,0,1,0,1,0
3024,Aranyer Din Ratri,1970,115,NA,8.1,104,4.5,4.5,0,0,4.5,4.5,4.5,24.5,24.5,34.5,,0,0,0,0,0,0,0
3025,Ararat,2002,115,NA,7.1,3594,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,45.5,R,0,0,0,1,0,0,0
3026,Arashi ga oka,1988,143,NA,8.5,6,0,0,0,0,0,14.5,14.5,0,34.5,34.5,,0,0,0,0,0,0,0
3027,Araya,1959,90,NA,7.9,16,0,0,0,0,0,14.5,0,14.5,4.5,64.5,,0,0,0,0,1,0,0
3028,"Arbitro, L'",1974,108,NA,4.6,15,4.5,14.5,4.5,0,4.5,24.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
3029,Arbor Day,1936,20,NA,6.6,32,0,0,4.5,4.5,4.5,24.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,1
3030,"Arbre au chien pendu, L'",2000,13,NA,6.6,11,4.5,0,4.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,1,0,0,1
3031,"Arbre de Guernica, L'",1975,110,NA,3.7,9,24.5,0,14.5,0,24.5,0,0,0,14.5,34.5,,0,0,0,1,0,0,0
3032,"Arbre de les cireres, L'",1998,94,NA,7.1,30,0,4.5,0,4.5,0,14.5,34.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
3033,"Arbre mort, L'",1999,11,NA,2.3,5,0,24.5,84.5,0,0,0,0,0,0,0,,0,1,0,0,0,0,1
3034,Arbres,2002,50,NA,8,8,0,0,0,0,0,0,14.5,74.5,14.5,0,,0,0,0,0,1,0,0
3035,Arc,2004,30,9000,9.4,10,0,0,0,0,0,14.5,0,0,24.5,74.5,,0,0,0,0,0,0,1
3036,"Arc, The",1991,96,NA,4.1,10,0,0,0,14.5,0,0,0,0,34.5,64.5,,0,0,0,0,0,0,0
3037,"Arcadian Maid, An",1910,16,NA,3.7,5,24.5,24.5,0,0,44.5,0,24.5,0,0,0,,0,0,0,1,0,0,1
3038,"Arcandiers, Les",1991,95,NA,6.5,10,0,0,0,0,0,34.5,34.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
3039,"Arcano incantatore, L'",1996,96,NA,6.6,71,4.5,0,0,4.5,4.5,4.5,24.5,34.5,4.5,14.5,,0,0,0,0,0,0,0
3040,Arch of Triumph,1948,133,5000000,5.6,169,4.5,4.5,4.5,4.5,4.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,1,0
3041,Archangel,1990,90,NA,7.2,143,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
3042,"Arche Noah Prinzip, Das",1984,100,NA,3.9,240,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,44.5,,0,0,0,0,0,0,0
3043,Archer's Adventure,1985,128,NA,5.2,48,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,0,14.5,,0,0,0,0,0,0,0
3044,Archibald the Rainbow Painter,1998,105,NA,4.8,10,0,24.5,0,14.5,14.5,14.5,0,14.5,14.5,34.5,,0,0,0,1,0,0,0
3045,Architekten,1990,97,NA,6.1,7,0,0,0,0,0,44.5,14.5,24.5,0,14.5,,0,0,0,1,0,0,0
3046,"Arcidiavolo, L'",1966,97,NA,5.7,21,0,0,0,4.5,14.5,14.5,14.5,4.5,14.5,14.5,,0,0,1,0,0,0,0
3047,"Arciere di Sherwood, L'",1970,103,NA,5,16,0,0,14.5,4.5,14.5,4.5,24.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
3048,Arctic Antics,1930,7,NA,6.4,9,0,0,0,14.5,14.5,34.5,14.5,34.5,0,0,,0,1,1,0,0,0,1
3049,Arctic Blue,1993,95,NA,4.8,208,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
3050,Arctic Flight,1952,78,NA,6.1,7,0,0,0,0,14.5,44.5,14.5,14.5,0,14.5,,0,0,0,1,0,0,0
3051,"Arctic Giant, The",1942,9,NA,6.5,55,0,14.5,4.5,0,4.5,4.5,44.5,14.5,4.5,14.5,,0,1,0,0,0,0,1
3052,Ard al-Khof,1999,142,NA,6.1,44,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,0,0,0,0,0
3053,"Ard, al-",1969,130,NA,7.3,44,4.5,0,0,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,0,0,0,0
3054,"Arde, amor",1999,90,NA,5.7,13,14.5,4.5,0,4.5,34.5,4.5,4.5,4.5,14.5,0,,0,0,0,1,0,0,0
3055,Ardena,1997,103,NA,3.8,17,24.5,0,0,0,0,14.5,34.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
